Attributes LANDYADDRESSPOINT,LANDXADDRESSPOINT,postal_code,ADDRESSBUILDINGNAME,website,PHOTOURL,ADDRESSUNITNUMBER,ADDRESSFLOORNUMBER,street_address,block_no,details,INC_CRC,last_updated,gym_name,full_address,longitude,latitude
0,0,,,,,0,3,Malacca Street,20,,146FD2E7D4B5A1AB,2016-01-27 09:58:40,Viva Fit Singapore - Raffles Place,20 Malacca Street,103.850711622748,1.28394229110606
0,0,,,,,24,2,Tanjong Pagar Plaza,1,,4429E461D112F2DF,2016-01-27 09:58:40,Viva Fit Singapore - Tanjong Pagar,1 Tanjong Pagar Plaza,103.842393171371,1.27559619819284
0,0,,,,,12,3,Eu Tong Sen St. The Central,6,,CA6518431554247F,2016-01-27 09:58:40,WabiSabi Holistic Lifestyle,6 Eu Tong Sen St. The Central,103.846556006065,1.28886291929991
0,0,,,,,,,A Neil Road,114,,83CABA853785A748,2016-01-27 09:58:40,Yaatra,114 A Neil Road,103.841769864721,1.27917902296384
0,0,,,,,0,6,Raffles Place,1,"Facilities: Group Exercise studio, free weights area, jacuzzi, swimming pool, cardiovascular and resistance training equipment Operating Hours: Monday ? Friday : 6.00am ? 10.00pm Saturday : 7.00am ? 7.00pm Sunday and Public Holidays : Closed Tel: 6534 4333",D06CEF960BB10419,2016-01-27 09:58:40,Fitness First - One Raffles Place,1 Raffles Place,103.850982351781,1.28433994842242
0,0,544964,,,,,,Anchorvale Road,57,"Facilities: Standard Gymnasium Equipment Operating Hours: 7.00 AM to 10.00 PM (Mon/Wed/Fri), 8.30 AM to 10.00 PM (Tue/Thur), 8.30 AM to 8.00 PM (Sat), (9.00 AM to 8.00 Pm (Sun), 9.00 AM to 5.00 PM (Public Holiday) Tel: 6315 3577",4DBCC23E5FEED82A,2016-01-27 09:58:40,Sengkang ClubFITT Gym,57 Anchorvale Road,103.885784253769,1.39550158789593
0,0,529652,,,,,,Tampines Ave 5,505,"Facilities: Standard Gymnasium Equipment Operating Hours: 7.00 AM to 10.00 PM (Mon/Wed/Fri), 8.30 AM to 10.00 PM (Tue/Thur), 8.30 AM to 8.00 PM (Sat), (9.00 AM to 8.00 Pm (Sun), 9.00 AM to 5.00 PM (Public Holiday). Lady Hours: 2.00 PM to 4.00 PM (Mon) Tel: 6260 1162",41D9806016B6F96F,2016-01-27 09:58:40,Tampines ClubFITT Gym,505 Tampines Ave 5,103.93963580414,1.35429510351818
0,0,319392,,,,,,Toa Payoh Lor 6,301,"Facilities: Standard Gymnasium Equipment Operating Hours: 7.00 AM to 10.00 PM (Mon/Wed/Fri), 8.30 AM to 10.00 PM (Tue/Thur), 8.30 AM to 8.00 PM (Sat), (9.00 AM to 8.00 Pm (Sun), 9.00 AM to 5.00 PM (Public Holiday) Tel: 6256 7153",E68BF3E7C1D30BCF,2016-01-27 09:58:40,Toa Payoh ClubFITT Gym,301 Toa Payoh Lor 6,103.849986788241,1.33060010108942
0,0,138667,,,,4,1,Biopolis Way,11,,4C534929B93B4FD1,2016-01-27 09:58:40,Pilates Body Pilot - Biopolis,11 Biopolis Way,103.791460023589,1.30451127820755
0,0,,,,,1,12,Finlayson Green,1,,270F7A5B7642F5B3,2016-01-27 09:58:40,Pilates Bodyworks - Finlayson Green,1 Finlayson Green,103.851286590696,1.28224086928672
0,0,,,,,,,Telok Blangah Road,434,"Operating Hours: Monday ? Friday: 8.30am ? 9.30pm Saturday: 9am ? 4pm Closed on Sundays, Christmas, New Year and Chinese New Year. We are open on rest of the public holidays.",5AB246115C3F248B,2016-01-27 09:58:40,Pilates Fitness,434 Telok Blangah Road,103.81293029168,1.27029599179716
0,0,269748,,,,6,2,2nd Avenue Junction,733,,B3C3A5372AD5DC1F,2016-01-27 09:58:40,Pilates Flow,733 2nd Avenue Junction,103.799469917652,1.32982544868962
0,0,428766,,,,5,6,East Coast Road,46,,D6386C12A786B0C7,2016-01-27 09:58:40,Pilates Inc - The Moving Body Group - East Coast,46 East Coast Road,103.903338648384,1.30438467004432
0,0,449408,Parkway Centre,,,5,,Marine Parade Central,1,,E63CC7C7DC804474,2016-01-27 09:58:40,Platinum Yoga,1 Marine Parade Central,103.905996039697,1.30188733852456
0,0,569931,Aramsa ~ The Garden Spa,,,,,Bishan Park II,,Operating Hours: Monday to Thursday: 8:30am to 1:30pm & 4:30pm to 9:30pm Friday: 8:30am to 1:30pm Saturday: 8:30am to 5:30pm Sunday: 9.30am to 1.30pm,A96E493522B51019,2016-01-27 09:58:40,PowerMoves Pilates - Bishan Park,Bishan Park II,103.84749323637,1.36254434770061
0,0,249683,,,,,,Dempsey Road,6,Operating Hours: Monday to Thursday: 8:30am to 1:30pm & 4:30pm to 9:30pm Friday: 8:30am to 1:30pm Saturday: 8:30am to 5:30pm Sunday: 9.30am to 1.30pm,CD2E40A13B047C9D,2016-01-27 09:58:40,PowerMoves Pilates - Dempsey Hill,6 Dempsey Road,103.808565893546,1.30484978466339
0,0,,,,,,,30 Raffles Place,4,,55F348B63DA0EC03,2016-01-27 09:58:40,Pure Yoga - Chevron House,4 30 Raffles Place,103.851927274914,1.28423792027966
0,0,238873,Ngee Ann City Tower A,,,,,391A Orchard Road,18,,80D12C516CF43CFE,2016-01-27 09:58:40,Pure Yoga - Ngee Ann City,18 391A Orchard Road,103.83467613466,1.30242417909429
0,0,238843,The Centrepoint,,,6,6,Orchard Road,176,,17CFC6C940B57390,2016-01-27 09:58:40,Real Yoga,176 Orchard Road,103.839758898411,1.30197804716068
0,0,207629,Teck Heng Long Industrial Building,,,3,1,Syed Alwi Road,11,,C1D57D06F78833B4,2016-01-27 09:58:40,Reebok CrossFit Enduro,11 Syed Alwi Road,103.858169031632,1.30681472605594
0,0,368241,Citimac Building,,,11,7,Blk B,605,,31AD9522FBA3F2BE,2016-01-27 09:58:40,Singapore CrossFit Hub,605 Blk B,103.887714301749,1.33378882726631
0,0,,,,,,3,Bukit Pasoh Rd,21B,Tel: 90679100/ 98386704,4E3130390C3D3425,2016-01-27 09:58:40,Sivananda Yoga Vedanta Centre,21B Bukit Pasoh Rd,103.840532034232,1.27901545155803
0,0,,HarbourFront Tower 2,,,1,16,HarbourFront Place,3,,36A4F41E7C420D17,2016-01-27 09:58:40,Sky Fitness - Harbourfront,3 HarbourFront Place,103.818686870632,1.26448635050271
0,0,469645,,,,,,Bedok North St 2,5,"Facilities: Standard Gymnasium Equipment Operating Hours: 7.00 AM to 10.00 PM (Mon/Wed/Fri), 8.30 AM to 10.00 PM (Tue/Thur), 8.30 AM to 8.00 PM (Sat), (9.00 AM to 8.00 Pm (Sun), 9.00 AM to 5.00 PM (Public Holiday) Tel: 6244 5387",75B1D5A52513200F,2016-01-27 09:58:40,Bedok ClubFITT Gym,5 Bedok North St 2,103.938328173262,1.32585712140622
0,0,258373,,,,,,Nassim Road,6,,6A3697AF1FF07C6F,2016-01-27 09:58:40,Spaboutique,6 Nassim Road,103.825932498525,1.30778575196489
0,0,238882,Liat Towers,,,,,Orchard Road,4,Operating Hours: Monday - Friday: 7am - 10pm Saturday: 8am - 10pm Sunday: 8am - 8pm,ECC6FB237686A01D,2016-01-27 09:58:40,The Gym At Orchard,4 Orchard Road,103.829984827987,1.30550611670641
0,0,,,,,1,2,Tras Street,60,,900FFAC2BAC9586E,2016-01-27 09:58:40,The Pilates Place,60 Tras Street,103.844133723257,1.27787296456741
0,0,138632,,,,11,23,Fusionopolis Way,1,"Facilities: Cardio equipment, weight machines, free weights, swimming pool, Group Exercise studio, Mind and Body studio. Operating Hours: Monday ? Friday : 6.00am ? 10.00pm Saturday : 7.00am ? 7.00pm Sunday and Public Holidays : 8.00am ? 6.00pm Tel: 6438 4484",9E0F71EB521A8E23,2017-09-21 14:48:15,Fitness First - Fusionopolis,1 Fusionopolis Way,103.787404060028,1.29929406658312
0,0,208539,,,,1,6,Kitchener Road,180,Operating Hours: Monday-Friday: 8.00 AM - 10.00 PM Saturday: 9.00 AM - 9.30 PM Sunday & Public Holiday: 9.00 AM - 9.00 PM,1D075CE9E2DB70DC,2017-09-21 14:48:15,Amore Fitness - City Square Mall,180 Kitchener Road,103.856487121487,1.31139349438914
0,0,,,,,,,Cantonment Road,51,Working Hours: Monday - Friday 7am - 10pm Saturday 7am - 8pm Sunday 7am - 6pm Tel: 6222 6517,534BEFC669635369,2016-05-04 17:01:34,E's FITNESS PTE. LTD.,51 Cantonment Road,103.840386703019,1.27870948631099
0,0,247974,Spa Boutique,,,,,Nassim Road,6,Tel: 68870760/ 94571096,932A900A6346F19A,2016-01-27 09:58:40,YogaDivas - Nassim Road,6 Nassim Road,103.814556916597,1.29792400181845
0,0,248371,Valley Point,,,1,2,River Valley Rd,491,,ABBD171C5FB606F7,2016-01-27 09:58:40,Absolute Yoga - River Valley,491 River Valley Rd,103.826940812301,1.29301786111442
0,0,269758,Spa Boutique,,,,,Nassim Road,6,,FC71B3A9BE8CC69A,2016-01-27 09:58:40,Yoga On Nassim,6 Nassim Road,103.796264512395,1.3310218845731
0,0,258373,Leonie Hill Condo,,,,,Leonie Hill Road,,,6A3697AFDE3C67E1,2016-01-27 09:58:40,YogaDivas - Leonie Hill,Leonie Hill Road,103.825932498525,1.30778575196489
0,0,247974,Phoenix Park,,,,,Tanglin Road,308,,932A900ADA8D102D,2016-01-27 09:58:40,YogaDivas - Phoenix Park,308 Tanglin Road,103.814556916597,1.29792400181845
0,0,449408,,,,1,7,Marine Parade Central,1,Operating Hours: Mon ? Fri : 9am ? 10pm Sat ? Sun : 9am ? 4pm,E63CC7C7C3C8A2DF,2016-01-27 09:58:40,Ananda Marga Yoga Society of Singapore - Parkway Centre,1 Marine Parade Central,103.905996039697,1.30188733852456
0,0,199551,,,,0,2,Beach Road,287,,0315F25C07EC3F64,2016-01-27 09:58:40,Balancing Rocks Yoga Studio,287 Beach Road,103.860481773329,1.30097708408221
0,0,259760,,,,4,4,Bukit Timah Road,501,,D1ABF0A06FAE584E,2016-01-27 09:58:40,Basic Essence,501 Bukit Timah Road,103.814245545298,1.32257317593847
0,0,287988,,,,1,2,Turf Club Road,2,,FC46CA789110B05E,2016-01-27 09:58:40,Being In Yoga,2 Turf Club Road,103.795941517598,1.33589728896884
0,0,428915,,,,5,2,East Coast Road,217,,B51077E952EEDD45,2016-01-27 09:58:40,Breathe Pilates - East Coast,217 East Coast Road,103.906933727641,1.30759648523611
0,0,588172,Goh & Goh Building,,,,,Upper Bukit Timah Road,110M,Operating Hours: Monday - Friday: 8.00am - 2.00pm 3.00pm - 9.00pm Saturday: 9.00am - 4.00pm Sunday & PH: Closed,395714429B806FF4,2016-01-27 09:58:40,Slender Shapes - Upper Bukit Timah,110M Upper Bukit Timah Road,103.776280180624,1.34094072442015
0,0,,,,,,2,Telok Ayer Street,157A,,D5CF6BE11AFD0623,2016-01-27 09:58:40,Absolute Yoga - Telok Ayer,157A Telok Ayer Street,103.847638181705,1.28041369547153
0,0,,,,,8,,Gemmil Lane,,,E12B723270D39FAE,2016-05-10 15:53:32,Pilatique Pilates Studio,Gemmil Lane,103.846934447584,1.2824640229959
0,0,589820,,,,,,A Binjai Park,5,,2C4C2676E4D02F56,2016-01-27 09:58:40,Canvass Art and Yoga Studio,5 A Binjai Park,103.786616299314,1.33583564516194
0,0,238876,,,,5,6,,,,52C2AA03A80F1CC5,2016-01-27 09:58:40,COMO Shambhala Urban Escape,,103.828468717265,1.30717806036195
0,0,229233,,,,5,4,Handy Road,2,"Facilities: Cardio, strength and stretch areas and a Group Exercise studio Operating Hours: Monday ? Friday : 6.00am ? 10.30pm Saturday: 6.30am ? 10.30pm Sunday and Public Holidays : 8.00am ? 10.00pm Tel: 6732 4111",A83A7EE1E338FE98,2016-01-27 09:58:40,Fitness First - The Cathay,2 Handy Road,103.847789792828,1.29918374721933
0,0,238862,,,,3,8,Orchard Road,302,,48A1BC63BFFBB884,2016-01-27 09:58:40,Focus Pilates - Orchard,302 Orchard Road,103.834826945699,1.30394638048361
0,0,,,,,0,12,Malacca Street,20,,146FD2E76AF1A98C,2016-01-27 09:58:40,Focus Pilates - Raffles Place,20 Malacca Street,103.850711622748,1.28394229110606
0,0,,,,,,,Tras Street,78,Operating Hours: Monday - Friday: 7.30am - 9.30pm Saturday: 8.30am - 1.00pm,3184BE45EA24B962,2016-01-27 09:58:40,Genesis Gym - CBD,78 Tras Street,103.844050900534,1.27742661017112
0,0,398007,,,,20,1,,41306,Operating Hours: Monday - Friday: 7.30am - 9.30pm Saturday: 8.30am - 1.00pm,8ECD88F1C9D9C8FC,2016-01-27 09:58:40,Genesis Gym - Mounbatten,41306,103.881270808537,1.30746518712488
0,0,159837,,,,,,Bukit Merah Central,3500,Operating Hours: Monday - Friday: 7.30am - 9.00pm Saturday: 7.30am - 3.00pm,C34C57B8FCD041D3,2016-01-27 09:58:40,Gold's Gym - Bukit Merah,3500 Bukit Merah Central,103.818078216386,1.28205540617869
0,0,574363,,,,,,A Upper Thomson Road,232,"Operating Hours: Mon - Fri: 12pm to 10pm Sat, Sun & PH: 9am to 7pm",77541E8EC177DEE4,2016-01-27 09:58:40,Green Yoga,232 A Upper Thomson Road,103.835093523472,1.35306949447786
0,0,,,,,1,2,Canton Street,3,Operating Hours: Monday & Friday: 9.30am - 10.00pm Tuesday - Thursday: 7.00am - 10.30pm Saturday & Sunday: 9.30am - 7.00pm,AFFC85770638F52B,2016-01-27 09:58:40,H.om Yoga,3 Canton Street,103.849431927363,1.28621325740623
0,0,,,,,6,3,Shenton Way,3,Operating Hours: Weekdays: 12.15pm - 9.45pm Saturday: 9.30am - 5.30pm Sunday: 11.00am - 5.30pm,A2A479FA606148A4,2016-01-27 09:58:40,Impact Mixed Martial Arts,3 Shenton Way,103.850071543607,1.27851893758259
0,0,,,,,1,1,Robinson Road,146,,AD9F9000BEBC9F24,2016-01-27 09:58:40,Impakt Singapore,146 Robinson Road,103.848096103439,1.27816986401168
0,0,308899,,,,31,2,Goldhill Plaza,1,,3C9373D12BA7E236,2016-01-27 09:58:40,Iyengar Yoga Centre Singapore - Goldhill Centre,1 Goldhill Plaza,103.842889382967,1.31782868295281
0,0,,,,,,,Neil Road,146B,,5EE4FB8BA1708A35,2016-01-27 09:58:40,Iyengar Yoga Centre Singapore - Neil Road Centre,146B Neil Road,103.840648509607,1.27828754868066
0,0,208574,,,,,,King George's Ave,340B,,D84656A0FF0465BC,2016-01-27 09:58:40,Jagsport,340B King George's Ave,103.862434227156,1.31015179809918
0,0,,,,,,,Keong Siak Road,22,,8241A65DAFFC7C4F,2016-01-27 09:58:40,Kapap Singapore,22 Keong Siak Road,103.841668651741,1.28004625410654
0,0,449290,Laguna Park,,,27,1,Marine Parade Road,5000,,099AC91AF17E3FE1,2016-01-27 09:58:40,Kate Porter Yoga,5000 Marine Parade Road,103.931988303014,1.31004098717818
0,0,180010,,,,50,1,Selegie Road,10,,1679DDC29E8498C7,2016-01-27 09:58:40,Oasis Holistic,10 Selegie Road,103.850537243387,1.30370879489711
0,0,189203,,,,,,Haji Lane,10A,,D08D3C89A2C6FE0B,2016-01-27 09:58:40,OhmSantih Yoga,10A Haji Lane,103.859384497354,1.30050427305572
0,0,,,,,,,A Tanjong Pagar Road,86,Operating Hours: Monday - Friday: 7.30am - 9.00pm Saturday: 7.30am - 3.00pm,5DCBB969F19760DA,2016-12-08 08:34:31,Gold's Gym - Tanjong Pagar,86 A Tanjong Pagar Road,103.843683536784,1.27843513234261
0,0,,,,,,,Tanjong Pagar Road,88A,,D2D1FC4B571EA9BE,2016-12-08 08:34:31,Masters' Yoga Sadhan,88A Tanjong Pagar Road,103.843673722806,1.27839696546876
0,0,,,,,1,2,,41276,Operating Hours: Monday - Friday: 7.00am - 9.00pm Saturday: 7.00am - 4.00pm Sunday and Public Holiday: 8.00am - 3.00pm,202E559F0023EC78,2016-12-08 08:34:31,Fitness Factory -,41276,103.849144620549,1.2884814659674
0,0,238882,Far East Shopping Centre,,,10,16,Orchard Road,545,P: +65-97615523 E: info@activered.sg,ECC6FB238AF634C4,2016-12-08 08:34:31,Active Life Center,545 Orchard Road,103.829984827987,1.30550611670641
0,0,648886,,,,,3,Jurong West Central 3,63,Operating Hours: Monday - Friday: 9.00 AM - 10.00 PM Saturday: 9.00 AM - 9.30 PM Sunday & Public Holiday: 9.00 AM - 9.00 PM,CB59096796BD4CB6,2016-01-27 09:58:40,Amore Fitness - Jurong Point 2,63 Jurong West Central 3,103.706460886826,1.33983014805774
0,0,179030,,,,17,2,River Valley Road,177,Operating Hours: Monday - Friday: 10.30 AM - 9.30 PM Saturday: 10.30 AM - 9.00 PM Sunday & Public Holiday: 10.30 AM - 9.00 PM,4441732872B3FC5F,2016-01-27 09:58:40,Amore Fitness - Liang Court,177 River Valley Road,103.844586298874,1.29151478613339
0,0,529536,,,,18,5,Tampines Central 1,10,Operating Hours: Monday-Friday: 8.00 AM - 10.00 PM Saturday: 9.00 AM - 9.30 PM Sunday & Public Holiday: 9.00 AM - 9.00 PM,90D4D9CD3BD92CEA,2016-01-27 09:58:40,Amore Fitness - Tampines 1,10 Tampines Central 1,103.94501945797,1.35431556438278
