Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE SPRINGSIDE,"4,280,000","1,847.1","2,317",Sep-25,SPRINGSIDE DRIVE,Resale,Land,171.6,"24,942",-,Terrace House,1,Freehold,26,Outside Central Region,-
CENTURY WOODS,"2,850,000","1,614.6","1,765",Sep-25,WOODGROVE VIEW,Resale,Land,150,"19,000",-,Terrace House,1,99 yrs lease commencing from 1996,25,Outside Central Region,-
HILLVIEW ESTATE,"5,500,000","2,879.37","1,910",Sep-25,JALAN ZAMRUD,Resale,Land,267.5,"20,561",-,Terrace House,1,Freehold,23,Outside Central Region,-
GREEN HILL ESTATE,"13,000,000","8,976.1","1,448",Sep-25,CHESTNUT CLOSE,Resale,Land,833.9,"15,589",-,Detached House,1,Freehold,23,Outside Central Region,-
SELETAR HILLS ESTATE,"5,668,000","3,121.56","1,816",Sep-25,JALAN BANGAU,Resale,Land,290,"19,545",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
LUXUS HILLS,"4,800,000","1,614.6","2,973",Sep-25,LUXUS HILL DRIVE,Resale,Land,150,"32,000",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
PAVILION PARK,"4,070,000","1,614.6","2,521",Sep-25,PAVILION RISE,Resale,Land,150,"27,133",-,Terrace House,1,Freehold,23,Outside Central Region,-
LAKESIDE GROVE,"2,480,000","1,614.6","1,536",Sep-25,CORPORATION RISE,Resale,Land,150,"16,533",-,Terrace House,1,99 yrs lease commencing from 1996,22,Outside Central Region,-
THE COUNTRYSIDE,"4,340,000","1,816.96","2,389",Sep-25,COUNTRYSIDE VIEW,Resale,Land,168.8,"25,711",-,Terrace House,1,Freehold,26,Outside Central Region,-
ENG KONG PARK,"7,150,000","3,293.78","2,171",Sep-25,ENG KONG GARDEN,Resale,Land,306,"23,366",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
TEACHER'S HOUSING ESTATE,"3,580,000","1,801.89","1,987",Sep-25,TAGORE AVENUE,Resale,Land,167.4,"21,386",-,Terrace House,1,999 yrs lease commencing from 1885,26,Outside Central Region,-
THE SPRINGSIDE,"4,480,000","1,673.8","2,677",Sep-25,SPRINGSIDE LINK,Resale,Land,155.5,"28,810",-,Terrace House,1,Freehold,26,Outside Central Region,-
TUAN SING PARK,"5,150,000","3,708.2","1,389",Aug-25,DEDAP ROAD,Resale,Land,344.5,"14,949",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,088,888","2,739.44","1,493",Aug-25,JALAN TARI SERIMPI,Resale,Land,254.5,"16,066",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
MANDAI GARDEN,"5,350,000","1,954.74","2,737",Aug-25,MENG SUAN ROAD,Resale,Land,181.6,"29,460",-,Terrace House,1,999 yrs lease commencing from 1884,26,Outside Central Region,-
GREEN SPRINGS,"3,800,000","1,614.6","2,354",Aug-25,GERALD CRESCENT,Resale,Land,150,"25,333",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
MAYFAIR PARK,"1,000,000","3,332.53",300,Aug-25,JALAN KERIA,Resale,Land,309.6,"3,230",-,Semi-Detached House,1,99 yrs lease commencing from 1952,21,Rest of Central Region,-
HOOVER PARK,"6,100,000","3,189.37","1,913",Aug-25,CHUN TIN ROAD,Resale,Land,296.3,"20,587",-,Terrace House,1,Freehold,21,Rest of Central Region,-
SPRINGLEAF GARDEN,"4,888,000","3,668.37","1,332",Aug-25,SPRINGLEAF CRESCENT,Resale,Land,340.8,"14,343",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
SPRINGLEAF GARDEN,"5,100,000","3,599.48","1,417",Aug-25,SPRINGLEAF VIEW,Resale,Land,334.4,"15,251",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
SPRINGLEAF GARDEN,"6,200,000","4,970.82","1,247",Aug-25,SPRINGLEAF HEIGHT,Resale,Land,461.8,"13,426",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"8,550,000","3,199.06","2,673",Aug-25,SUNSET WAY,Resale,Land,297.2,"28,769",-,Semi-Detached House,1,Freehold,21,Outside Central Region,-
RIDGEVALE GARDENS,"5,300,000","2,309.95","2,294",Aug-25,UPPER BUKIT TIMAH VIEW,Resale,Land,214.6,"24,697",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
VILLA VERDE,"2,200,000","1,614.6","1,363",Aug-25,VERDE AVENUE,Resale,Land,150,"14,667",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
SELETAR HILLS ESTATE,"4,600,000","3,548.89","1,296",Aug-25,JALAN LEKUB,Resale,Land,329.7,"13,952",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
VILLA VERDE,"2,490,000","1,614.6","1,542",Aug-25,VERDE CRESCENT,Resale,Land,150,"16,600",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
ENG KONG PARK,"4,430,000","1,982.73","2,234",Aug-25,ENG KONG GARDEN,Resale,Land,184.2,"24,050",-,Terrace House,1,Freehold,21,Rest of Central Region,-
HONG KONG PARK,"11,800,000","5,702.77","2,069",Aug-25,SIAN TUAN AVENUE,Resale,Land,529.8,"22,273",-,Semi-Detached House,1,999 yrs lease commencing from 1879,21,Rest of Central Region,-
LAKESIDE GROVE,"3,088,000","2,149.57","1,437",Aug-25,CORPORATION RISE,Resale,Land,199.7,"15,463",-,Terrace House,1,99 yrs lease commencing from 1996,22,Outside Central Region,-
KELULUT HILL,"4,020,000","2,171.1","1,852",Aug-25,KELULUT HILL,Resale,Land,201.7,"19,931",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
HOCK SENG PARK,"8,300,000","5,000.95","1,660",Aug-25,JALAN JAMBU MAWAR,Resale,Land,464.6,"17,865",-,Semi-Detached House,1,999 yrs lease commencing from 1875,21,Rest of Central Region,-
HONG KONG PARK,"10,820,000","4,811.51","2,249",Aug-25,HUA GUAN AVENUE,Resale,Land,447,"24,206",-,Detached House,1,999 yrs lease commencing from 1879,21,Rest of Central Region,-
VILLA VERDE,"2,500,000","1,614.6","1,548",Aug-25,VERDE VIEW,Resale,Land,150,"16,667",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
HOCK SENG PARK,"8,000,000","3,755.56","2,130",Aug-25,JALAN JAMBU AYER,Resale,Land,348.9,"22,929",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
WESTWOOD PARK,"2,250,000","1,614.6","1,394",Aug-25,WESTWOOD CRESCENT,Resale,Land,150,"15,000",-,Terrace House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
SELETAR HILLS ESTATE,"6,930,000","3,241.04","2,138",Aug-25,JALAN KETUMBIT,Resale,Land,301.1,"23,016",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
SEMBAWANG SPRINGS ESTATE,"4,200,000","2,650.1","1,585",Aug-25,JALAN CHERPEN,Resale,Land,246.2,"17,059",-,Semi-Detached House,1,Freehold,27,Outside Central Region,-
HONG KONG PARK,"5,550,000","1,906.3","2,911",Aug-25,SIAN TUAN AVENUE,Resale,Land,177.1,"31,338",-,Semi-Detached House,1,999 yrs lease commencing from 1879,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"2,910,000","1,786.82","1,629",Aug-25,WAK HASSAN DRIVE,Resale,Land,166,"17,530",-,Terrace House,1,99 yrs lease commencing from 2011,27,Outside Central Region,-
WOODLANDS PARK,"4,980,000","3,827.68","1,301",Aug-25,JALAN BUMBONG,Resale,Land,355.6,"14,004",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"8,380,000","3,337.92","2,511",Aug-25,LORONG PISANG EMAS,Resale,Land,310.1,"27,024",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"7,500,000","3,636.08","2,063",Aug-25,ENG KONG GARDEN,Resale,Land,337.8,"22,202",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
MIMOSA TERRACE,"3,900,000","1,614.6","2,415",Aug-25,SARACA ROAD,Resale,Land,150,"26,000",-,Terrace House,1,Freehold,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,400,000","3,222.74","1,676",Aug-25,ENG KONG PLACE,Resale,Land,299.4,"18,036",-,Terrace House,1,Freehold,21,Rest of Central Region,-
SELETAR HILLS ESTATE,"8,800,000","4,516.57","1,948",Aug-25,SELETAR HILLS DRIVE,Resale,Land,419.6,"20,972",-,Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
PRESIDENT GARDENS,"4,650,000","2,276.59","2,043",Aug-25,LENTOR GREEN,Resale,Land,211.5,"21,986",-,Terrace House,1,Freehold,26,Outside Central Region,-
HUA MEI GARDENS,"5,138,000","3,943.93","1,303",Aug-25,PHOENIX RISE,Resale,Land,366.4,"14,023",-,Semi-Detached House,1,Freehold,23,Outside Central Region,-
STRAITS GARDENS,"3,608,000","1,614.6","2,235",Jul-25,ANDREWS TERRACE,Resale,Land,150,"24,053",-,Terrace House,1,Freehold,27,Outside Central Region,-
PAVILION PARK,"4,800,000","1,894.46","2,534",Jul-25,PAVILION CIRCLE,Resale,Land,176,"27,273",-,Terrace House,1,Freehold,23,Outside Central Region,-
MICHAELS' RESIDENCES,"3,900,000","2,511.24","1,553",Jul-25,ALMOND STREET,Resale,Land,233.3,"16,717",-,Semi-Detached House,1,99 yrs lease commencing from 2012,23,Outside Central Region,-
FUDU PARK,"4,550,000","2,815.86","1,616",Jul-25,LENTOR TERRACE,Resale,Land,261.6,"17,393",-,Terrace House,1,Freehold,26,Outside Central Region,-
WESTWOOD PARK,"2,428,000","1,614.6","1,504",Jul-25,WESTWOOD DRIVE,Resale,Land,150,"16,187",-,Terrace House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,988,888","2,470.34","2,020",Jul-25,ENG KONG LANE,Resale,Land,229.5,"21,738",-,Terrace House,1,Freehold,21,Rest of Central Region,-
LUXUS HILLS,"4,408,000","1,614.6","2,730",Jul-25,LUXUS HILL AVENUE,Resale,Land,150,"29,387",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
HILLVIEW GARDEN ESTATE,"4,600,000","2,497.25","1,842",Jul-25,JALAN ZAMRUD,Resale,Land,232,"19,828",-,Terrace House,1,Freehold,23,Outside Central Region,-
SELETAR HILLS ESTATE,"3,800,000","1,752.38","2,168",Jul-25,NERAM ROAD,Resale,Land,162.8,"23,342",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,000,000","3,245.35","1,849",Jul-25,TOH YI DRIVE,Resale,Land,301.5,"19,900",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,768,000","2,306.73","1,633",Jul-25,MANDAI ROAD,Resale,Land,214.3,"17,583",-,Terrace House,1,Freehold,26,Outside Central Region,-
TUAN SING PARK,"5,530,000","3,895.49","1,420",Jul-25,DEDAP ROAD,Resale,Land,361.9,"15,280",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
LENTOR VILLAS,"6,800,000","4,965.43","1,369",Jul-25,LENTOR CRESCENT,Resale,Land,461.3,"14,741",-,Terrace House,1,Freehold,26,Outside Central Region,-
WESTVILLE,"2,180,000","1,737.31","1,255",Jul-25,WESTWOOD TERRACE,Resale,Land,161.4,"13,507",-,Terrace House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
SPRINGLEAF GARDEN,"8,500,000","3,599.48","2,361",Jul-25,SPRINGLEAF AVENUE,Resale,Land,334.4,"25,419",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
MIMOSA VALE,"4,065,000","2,243.22","1,812",Jul-25,MIMOSA VALE,Resale,Land,208.4,"19,506",-,Terrace House,1,999 yrs lease commencing from 1878,28,Outside Central Region,-
THE SPRINGSIDE,"4,070,000","1,712.55","2,377",Jul-25,SPRINGSIDE LINK,Resale,Land,159.1,"25,581",-,Terrace House,1,Freehold,26,Outside Central Region,-
WESTVILLE,"2,500,000","2,311.03","1,082",Jul-25,WESTWOOD WALK,Resale,Land,214.7,"11,644",-,Semi-Detached House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
SELETAR HILLS ESTATE,"8,800,000","4,408.93","1,996",Jul-25,KASAI ROAD,Resale,Land,409.6,"21,484",-,Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
COMFORT GARDEN,"5,250,000","4,046.19","1,298",Jul-25,HONG SAN WALK,Resale,Land,375.9,"13,966",-,Semi-Detached House,1,Freehold,23,Outside Central Region,-
SEMBAWANG SQUARE ESTATE,"3,838,000","3,191.53","1,203",Jul-25,SEMBAWANG ROAD,Resale,Land,296.5,"12,944",-,Semi-Detached House,1,Freehold,27,Outside Central Region,-
SARACA GARDENS,"5,200,000","4,004.21","1,299",Jul-25,SARACA ROAD,Resale,Land,372,"13,978",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,488,000","1,912.76","2,346",Jul-25,MUGLISTON GARDENS,Resale,Land,177.7,"25,256",-,Terrace House,1,999 yrs lease commencing from 1886,28,Outside Central Region,-
THE SPRINGSIDE,"4,200,000","2,439.12","1,722",Jul-25,SPRINGSIDE DRIVE,Resale,Land,226.6,"18,535",-,Terrace House,1,Freehold,26,Outside Central Region,-
SELETAR HILLS ESTATE,"5,850,000","4,799.67","1,219",Jul-25,JALAN JARAK,Resale,Land,445.9,"13,120",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
WOODLANDS PARK,"4,180,000","3,810.46","1,097",Jul-25,JALAN JENDELA,Resale,Land,354,"11,808",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
SELETAR HILLS ESTATE,"3,822,000","2,360.55","1,619",Jul-25,JALAN LAKUM,Resale,Land,219.3,"17,428",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
MANDAI GARDEN,"2,241,614","1,935.37","1,158",Jul-25,MENG SUAN ROAD,Resale,Land,179.8,"12,467",-,Terrace House,1,999 yrs lease commencing from 1884,26,Outside Central Region,-
THE COUNTRYSIDE,"5,578,000","3,424.03","1,629",Jul-25,COUNTRYSIDE ROAD,Resale,Land,318.1,"17,535",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
SEMBAWANG SPRINGS ESTATE,"3,350,000","1,705.02","1,965",Jul-25,JALAN KEMUNING,Resale,Land,158.4,"21,149",-,Terrace House,1,Freehold,27,Outside Central Region,-
THE SPRINGSIDE,"4,420,000","1,881.55","2,349",Jul-25,SPRINGSIDE AVENUE,Resale,Land,174.8,"25,286",-,Terrace House,1,Freehold,26,Outside Central Region,-
TEACHER'S HOUSING ESTATE,"3,550,000","1,821.27","1,949",Jul-25,KALIDASA AVENUE,Resale,Land,169.2,"20,981",-,Terrace House,1,999 yrs lease commencing from 1885,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"23,000,000","16,250.41","1,415",Jul-25,KING ALBERT PARK,Resale,Land,"1,509.7","15,235",-,Detached House,1,Freehold,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,680,000","1,670.57","2,203",Jul-25,MANDAI ROAD,Resale,Land,155.2,"23,711",-,Terrace House,1,Freehold,26,Outside Central Region,-
THE SPRINGSIDE,"4,500,000","2,508.01","1,794",Jul-25,SPRINGSIDE DRIVE,Resale,Land,233,"19,313",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
PAVILION PARK,"5,000,000","2,383.15","2,098",Jul-25,PAVILION GREEN,Resale,Land,221.4,"22,584",-,Terrace House,1,Freehold,23,Outside Central Region,-
WOODLANDS PARK,"3,108,000","3,262.57",953,Jul-25,JALAN KASAU,Resale,Land,303.1,"10,254",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
SEMBAWANG SPRINGS ESTATE,"3,500,000","2,119.43","1,651",Jul-25,JALAN SALANG,Resale,Land,196.9,"17,776",-,Terrace House,1,999 yrs lease commencing from 1885,27,Outside Central Region,-
CHESTNUT GARDENS,"7,800,000","5,348.63","1,458",Jul-25,CHESTNUT GARDENS,Resale,Land,496.9,"15,697",-,Semi-Detached House,1,999 yrs lease commencing from 1882,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,230,000","3,509.06","1,775",Jul-25,TOH YI ROAD,Resale,Land,326,"19,110",-,Terrace House,1,Freehold,21,Rest of Central Region,-
NIM COLLECTION,"3,740,000","1,614.6","2,316",Jun-25,NIM RISE,Resale,Land,150,"24,933",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
POLLEN COLLECTION,"4,319,000","2,152.8","2,006",Jun-25,POLLEN CRESCENT,New Sale,Land,200,"21,595",-,Terrace House,1,99 yrs lease commencing from 2019,28,Outside Central Region,-
POLLEN COLLECTION,"4,798,000","2,604.89","1,842",Jun-25,POLLEN WALK,New Sale,Land,242,"19,826",-,Terrace House,1,99 yrs lease commencing from 2019,28,Outside Central Region,-
GERALD MUGLISTON ESTATE,"16,700,000","7,369.03","2,266",Jun-25,JALAN KECHUBONG,Resale,Land,684.6,"24,394",-,Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
MIMOSA VALE,"3,550,000","1,847.1","1,922",Jun-25,MIMOSA VALE,Resale,Land,171.6,"20,688",-,Terrace House,1,999 yrs lease commencing from 1878,28,Outside Central Region,-
VILLA VERDE,"2,490,000","1,615.68","1,541",Jun-25,VERDE VIEW,Resale,Land,150.1,"16,589",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
LENTOR VILLAS,"4,600,000","2,272.28","2,024",Jun-25,LENTOR LINK,Resale,Land,211.1,"21,791",-,Terrace House,1,Freehold,26,Outside Central Region,-
THE SPRINGSIDE,"4,080,000","1,679.18","2,430",Jun-25,SPRINGSIDE WALK,Resale,Land,156,"26,154",-,Terrace House,1,Freehold,26,Outside Central Region,-
LUXUS HILLS,"4,800,000","1,614.6","2,973",Jun-25,LUXUS HILL DRIVE,Resale,Land,150,"32,000",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
SELETAR HILLS ESTATE,"10,250,000","7,845.88","1,306",Jun-25,NIM ROAD,Resale,Land,728.9,"14,062",-,Detached House,1,Freehold,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,850,000","2,859.99","1,696",Jun-25,GERALD DRIVE,Resale,Land,265.7,"18,254",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
HILLVIEW GARDEN ESTATE,"7,600,000","5,145.19","1,477",Jun-25,ELIZABETH DRIVE,Resale,Land,478,"15,900",-,Terrace House,1,Freehold,23,Outside Central Region,-
SEMBAWANG SPRINGS ESTATE,"5,100,000","4,612.37","1,106",Jun-25,JALAN KEMUNING,Resale,Land,428.5,"11,902",-,Semi-Detached House,1,999 yrs lease commencing from 1885,27,Outside Central Region,-
HONG KONG PARK,"8,000,000","3,997.75","2,001",Jun-25,HUA GUAN AVENUE,Resale,Land,371.4,"21,540",-,Semi-Detached House,1,999 yrs lease commencing from 1879,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"12,250,000","8,470.19","1,446",Jun-25,CHESTNUT CRESCENT,Resale,Land,786.9,"15,567",-,Detached House,1,Freehold,23,Outside Central Region,-
FLORISSA PARK,"4,470,000","2,252.91","1,984",Jun-25,FLORISSA PARK,Resale,Land,209.3,"21,357",-,Terrace House,1,Freehold,26,Outside Central Region,-
HIGHGATE PARK,"4,400,000","1,783.59","2,467",Jun-25,HIGHGATE CRESCENT,Resale,Land,165.7,"26,554",-,Terrace House,1,Freehold,21,Rest of Central Region,-
SARACA GARDENS,"4,600,000","3,300.24","1,394",Jun-25,SARACA WALK,Resale,Land,306.6,"15,003",-,Terrace House,1,Freehold,28,Outside Central Region,-
LENTOR VILLAS,"4,453,800","2,279.82","1,954",Jun-25,LENTOR STREET,Resale,Land,211.8,"21,028",-,Terrace House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,160,000","2,289.5","1,380",Jun-25,WAK HASSAN DRIVE,Resale,Land,212.7,"14,857",-,Semi-Detached House,1,99 yrs lease commencing from 2008,27,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"22,000,000","31,882.97",690,Jun-25,GERALD CRESCENT,Resale,Land,"2,962","7,427",-,Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,950,000","1,665.19","2,372",Jun-25,JALAN TARI DULANG,Resale,Land,154.7,"25,533",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
CENTURY WOODS,"3,210,000","3,253.96",986,Jun-25,WOODGROVE WALK,Resale,Land,302.3,"10,619",-,Terrace House,1,99 yrs lease commencing from 1996,25,Outside Central Region,-
HUIT,"4,700,000","3,164.62","1,485",Jun-25,MENG SUAN ROAD,Resale,Land,294,"15,986",-,Terrace House,1,999 yrs lease commencing from 1884,26,Outside Central Region,-
THE COUNTRYSIDE,"4,850,000","2,583.36","1,877",Jun-25,COUNTRYSIDE ROAD,Resale,Land,240,"20,208",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
CASHEW VILLAS,"3,938,000","1,617.83","2,434",Jun-25,CASHEW CRESCENT,Resale,Land,150.3,"26,201",-,Terrace House,1,999 yrs lease commencing from 1883,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,680,000","1,889.08","1,419",Jun-25,OAKWOOD GROVE,Resale,Land,175.5,"15,271",-,Terrace House,1,99 yrs lease commencing from 1995,25,Outside Central Region,-
PAVILION PARK,"4,668,000","2,152.8","2,168",Jun-25,PAVILION RISE,Resale,Land,200,"23,340",-,Semi-Detached House,1,Freehold,23,Outside Central Region,-
SEMBAWANG VILLAS,"7,588,000","7,203.27","1,053",Jun-25,SEMBAWANG PLACE,Resale,Land,669.2,"11,339",-,Detached House,1,Freehold,27,Outside Central Region,-
THE SPRINGSIDE,"4,000,000","1,827.73","2,189",Jun-25,SPRINGSIDE LINK,Resale,Land,169.8,"23,557",-,Terrace House,1,Freehold,26,Outside Central Region,-
SUMMERLEA GREEN,"2,850,000","1,614.6","1,765",Jun-25,KISMIS GREEN,Resale,Land,150,"19,000",-,Terrace House,1,99 yrs lease commencing from 1995,21,Rest of Central Region,-
FUYONG ESTATE,"888,000","2,792.18",318,Jun-25,JALAN ASAS,Resale,Land,259.4,"3,423",-,Semi-Detached House,1,99 yrs lease commencing from 1947,23,Outside Central Region,-
POLLEN COLLECTION,"3,890,000","1,614.6","2,409",Jun-25,POLLEN VIEW,Sub Sale,Land,150,"25,933",-,Terrace House,1,99 yrs lease commencing from 2019,28,Outside Central Region,-
WESTVILLE,"2,330,000","1,747","1,334",Jun-25,WESTWOOD ROAD,Resale,Land,162.3,"14,356",-,Terrace House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
MERA GARDENS,"2,800,000","1,656.58","1,690",Jun-25,ALMOND AVENUE,Resale,Land,153.9,"18,194",-,Terrace House,1,99 yrs lease commencing from 1994,23,Outside Central Region,-
SARACA VILLAS,"2,900,000","2,821.24","1,028",Jun-25,SARACA TERRACE,Resale,Land,262.1,"11,064",-,Terrace House,1,99 yrs lease commencing from 1997,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,080,000","4,748","1,070",May-25,JALAN SENDUDOK,Resale,Land,441.1,"11,517",-,Semi-Detached House,1,999 yrs lease commencing from 1885,27,Outside Central Region,-
JALAN KAYU ESTATE,"4,450,000","4,559.63",976,May-25,JALAN TARI PAYONG,Resale,Land,423.6,"10,505",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
TEACHER'S HOUSING ESTATE,"4,000,000","1,807.28","2,213",May-25,TU FU AVENUE,Resale,Land,167.9,"23,824",-,Terrace House,1,999 yrs lease commencing from 1885,26,Outside Central Region,-
AIRVIEW PARK,"6,638,000","2,555.37","2,598",May-25,YUK TONG AVENUE,Resale,Land,237.4,"27,961",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
WESTWOOD PARK,"2,268,000","1,672.73","1,356",May-25,WESTWOOD CRESCENT,Resale,Land,155.4,"14,595",-,Terrace House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
